year,tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
1968,Roland Garros,Grand Slam,1968/5/27,Clay,R16,3,Gail Sherriff,Francoise Durr,6-3 6-3,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,R16,3,Annette Van Zyl,Kerry Reid,5-7 6-4 8-6,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,R16,3,Nancy Richey,Galina Baksheeva,10-8 4-6 6-1,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,R16,3,Elena Subirats,Rosie Casals,6-4 6-3,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,R16,3,Maria Bueno,Patricia Walkden,2-6 6-3 6-3,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,R16,3,Billie Jean King,Lesley Hunt,7-5 6-1,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,QF,3,Ann Jones,Vlasta Kodesova,6-2 6-1,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,QF,3,Annette Van Zyl,Gail Sherriff,8-6 6-3,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,QF,3,Nancy Richey,Elena Subirats,6-1 6-0,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,QF,3,Billie Jean King,Maria Bueno,6-4 6-4,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,SF,3,Ann Jones,Annette Van Zyl,7-5 6-3,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,SF,3,Nancy Richey,Billie Jean King,2-6 6-3 6-4,,,,
1968,Roland Garros,Grand Slam,1968/5/27,Clay,F,3,Nancy Richey,Ann Jones,5-7 6-4 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Ann Jones,Kathleen Harter,6-0 4-6 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Jennifer Staley,Lucia Bassi,6-3 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Esme Emmanuel,Monica Giorgi,6-3 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Patricia Walkden,Rosie Reyes,3-6 6-0 8-6,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Helga Masthoff,Heather Nicholls,6-2 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Helen Gourlay,Olga Morozova,6-4 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Cecilia Martinez,Elena Subirats,6-8 6-3 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Judy Congdon,Christiane Spinoza,6-2 4-6 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Christina Sandberg,Virginia Wade,6-4 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Marilyn Aschner,Rita Bentley,7-5 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Corinne Molesworth,Mimi Wheeler,6-3 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Patti Hogan,Jean Forbes,6-1 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Francoise Durr,Christiane Mercelis,6-4 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Janice Townsend,Alice Tym,6-2 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Pixie Lamm,Lidy Venneboer,6-3 9-7,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Kerry Reid,Kazuko Sawamatsu,6-2 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Karen Krantzcke,Kora Schediwy,6-1 10-8,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Rosie Casals,Valerie Ziegenfuss,6-3 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Frances Maclennan,Gail Sherriff,6-4 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Galina Baksheeva,Ingrid Bentzer,11-9 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Faye Urban,Margaret Lee,5-7 6-0 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Julie Heldman,Carmen Coronado,6-1 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Carol Sherriff,Betty Pratt,8-6 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Maria Bueno,Lea Pericoli,W/O,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Nadine Netter,Ingrid Loeys,6-2 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Heide Orth,Florence De La Courtie,1-6 8-6 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Bernice Carr,Vera Roberts,7-5 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Kristy Pigeon,Monique Salfati,6-4 3-6 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Astrid Suurbeek,Lorna Cornell,6-3 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Winnie Shaw,Nell Truman,6-4 4-6 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Helen Amos,Wendy Hall,3-6 6-4 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R128,3,Nancy Richey,Maryna Godwin,6-1 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Billie Jean King,Peaches Bartkowicz,7-5 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Stephanie Defina,Laura Rossouw,6-3 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Fay Toyne,Lesley Hunt,2-6 6-2 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Marijke Jansen,Christine Truman,6-4 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Lesley Turner,Eva Lundquist,6-2 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Helga Schultze,Francesca Gordigiani,6-1 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Joyce Williams,Vlasta Kodesova,6-2 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Janine Lieffrig,Alex Cowie,10-8 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Ann Jones,Jennifer Staley,6-0 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Patricia Walkden,Esme Emmanuel,6-2 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Helen Gourlay,Helga Masthoff,3-6 8-6 8-6,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Cecilia Martinez,Judy Congdon,6-1 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Christina Sandberg,Marilyn Aschner,6-2 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Patti Hogan,Corinne Molesworth,3-6 6-3 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Francoise Durr,Janice Townsend,6-0 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Kerry Reid,Pixie Lamm,6-4 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Rosie Casals,Karen Krantzcke,9-7 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Galina Baksheeva,Frances Maclennan,7-5 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Julie Heldman,Faye Urban,5-7 7-5 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Maria Bueno,Carol Sherriff,6-4 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Heide Orth,Nadine Netter,6-2 8-6,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Kristy Pigeon,Bernice Carr,6-1 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Winnie Shaw,Astrid Suurbeek,6-0 4-6 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Nancy Richey,Helen Amos,6-1 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Shirley Bloomer,Raquel Giscafre,4-6 6-4 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Victoria Rogers,Robin Lloyd,6-1 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Mary Ann Eisel,Maria Teresa Riedl,6-1 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Judy Tegart,Jitka Horcickova,6-0 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Kerstin Seelbach,Margaret Harris,6-3 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Edda Buding,Kerry Harris,6-1 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Ada Bakker,Evelyne Terras,4-6 6-3 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R64,3,Margaret Court,Annette Van Zyl,6-1 6-0,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Billie Jean King,Stephanie Defina,6-2 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Fay Toyne,Marijke Jansen,2-6 6-4 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Lesley Turner,Helga Schultze,6-4 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Joyce Williams,Janine Lieffrig,7-5 4-6 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Ann Jones,Patricia Walkden,6-2 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Helen Gourlay,Cecilia Martinez,6-4 6-0,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Patti Hogan,Christina Sandberg,6-4 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Francoise Durr,Kerry Reid,6-3 8-6,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Rosie Casals,Galina Baksheeva,8-6 3-6 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Maria Bueno,Julie Heldman,6-4 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Kristy Pigeon,Heide Orth,6-2 6-0,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Nancy Richey,Winnie Shaw,6-1 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Shirley Bloomer,Victoria Rogers,6-2 9-7,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Judy Tegart,Mary Ann Eisel,6-2 8-6,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Edda Buding,Kerstin Seelbach,6-1 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R32,3,Margaret Court,Ada Bakker,6-0 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R16,3,Billie Jean King,Fay Toyne,6-2 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R16,3,Lesley Turner,Joyce Williams,6-3 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R16,3,Ann Jones,Helen Gourlay,6-3 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R16,3,Francoise Durr,Patti Hogan,6-2 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R16,3,Maria Bueno,Rosie Casals,5-7 6-4 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R16,3,Nancy Richey,Kristy Pigeon,7-5 7-5,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R16,3,Judy Tegart,Shirley Bloomer,6-2 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,R16,3,Margaret Court,Edda Buding,6-2 6-3,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,QF,3,Billie Jean King,Lesley Turner,6-3 6-4,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,QF,3,Ann Jones,Francoise Durr,6-2 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,QF,3,Nancy Richey,Maria Bueno,6-4 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,QF,3,Judy Tegart,Margaret Court,4-6 8-6 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,SF,3,Billie Jean King,Ann Jones,4-6 7-5 6-2,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,SF,3,Judy Tegart,Nancy Richey,6-3 6-1,,,,
1968,Wimbledon,Grand Slam,1968/6/24,Grass,F,3,Billie Jean King,Judy Tegart,9-7 7-5,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Billie Jean King,Vija Vuskalns,6-1 6-0,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Alice Tym,Farel Footman,6-0 6-1,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Denise Carter,Connie Capozzi,6-1 7-5,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Pixie Lamm,Marjorie Gengler,3-6 9-7 6-3,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Kristy Pigeon,Peggy Moore,6-3 6-4,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Maryna Godwin,Tish Adams,6-4 6-2,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Jade Schiffman,Carole Loop,5-7 6-4 7-5,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Kathleen Harter,Nadine Netter,6-4 4-6 6-4,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Margaret Court,Emily Fisher,6-0 6-1,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Julie Heldman,Diane Matzner,6-2 6-1,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Laura Dupont,Mary Lowdon,7-5 6-2,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Francoise Durr,Valerie Ziegenfuss,6-0 6-1,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Maria Bueno,Stephanie Grant,6-1 6-4,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Cecilia Martinez,Ann Moore,6-4 6-4,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Patti Hogan,Tina Lyman,11-9 6-3,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Maricaye Christenson,Jane Ohara,2-6 6-3 6-4,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Rosie Casals,Marilyn Aschner,6-3 6-2,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Betty Pratt,Pamela Austin,7-5 3-6 6-2,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Patricia Cody,Roylee Bailey,3-6 6-1 6-3,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Virginia Wade,Stephanie Defina,6-3 3-6 6-3,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Linda Tuero,Nancy Reed,6-1 6-1,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Karen Krantzcke,Louise Gonnerman,6-1 6-0,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Frances Maclennan,Mimi Kanarek,6-4 4-6 11-9,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Judy Tegart,Judy Dixon,6-0 6-1,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Raymonde Veber,Carol Hunter,6-2 6-3,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Wendy Overton,Joyce Davenport,6-3 7-5,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Peaches Bartkowicz,Carole Graebner,6-1 6-2,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Joyce Williams,Mary Ann Eisel,7-5 2-6 6-4,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Victoria Rogers,Becky Vest,6-3 6-4,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Laura Rossouw,Christiane Spinoza,W/O,,,,
1968,US Open,Grand Slam,1968/8/29,Grass,R64,3,Pat Stewart,Jane Kincaid,6-4 6-4,,,,
